iteration,density_residual_log10,cl,cd
0,-4.259319348,0.197494781,0.05711443315
0,-4.256371153,0.1974967467,0.0571162525
0,-4.253434592,0.197498133,0.05711798462
0,-4.250573757,0.1974990507,0.0571196933
0,-4.247674891,0.1974995839,0.05712149443
0,-4.244751687,0.1974999145,0.05712353795
0,-4.241874252,0.1974999373,0.05712586599
0,-4.239049965,0.1974996046,0.05712849657
0,-4.236276552,0.1974989171,0.05713142724
0,-4.233546144,0.1974979558,0.05713465875
0,-4.230852501,0.1974966821,0.05713814888
0,-4.228193442,0.1974952762,0.05714187923
0,-4.225567056,0.1974940748,0.0571458255
0,-4.222966335,0.1974928909,0.05714991556
0,-4.220430127,0.1974914992,0.05715396981
0,-4.217919954,0.1974897928,0.05715775613
0,-4.215380754,0.1974878147,0.05716100529
0,-4.212814434,0.1974856327,0.05716361026
0,-4.210249174,0.1974833057,0.05716551669
0,-4.207673222,0.1974809144,0.05716669365
0,-4.205067842,0.1974785359,0.0571672063
0,-4.20241109,0.1974761937,0.05716749381
0,-4.199686017,0.197473941,0.05716767821
0,-4.196893327,0.1974718084,0.05716778121
0,-4.194051012,0.1974698121,0.05716780138
0,-4.191133998,0.1974679658,0.05716771495
0,-4.188144593,0.1974662914,0.05716752618
0,-4.185076458,0.1974647951,0.05716724548
0,-4.181923093,0.1974633128,0.05716675583
0,-4.178692111,0.1974620612,0.05716623535
0,-4.175413565,0.1974610357,0.05716569635
0,-4.172135845,0.1974602251,0.05716514552
0,-4.168930226,0.1974596289,0.05716459092
0,-4.165866349,0.1974592442,0.05716403725
0,-4.163026588,0.1974590681,0.05716348691
0,-4.160472997,0.197459121,0.05716294676
0,-4.158223862,0.1974594391,0.05716243038
0,-4.156258943,0.1974600011,0.05716193488
0,-4.154529935,0.1974607658,0.05716145357
0,-4.152950646,0.1974615728,0.05716095299
0,-4.151431937,0.1974624467,0.05716044556
0,-4.149860878,0.1974633945,0.05715993898
0,-4.148114554,0.1974644121,0.05715943814
0,-4.146084195,0.1974654466,0.0571589468
0,-4.143714403,0.1974663557,0.05715846809
0,-4.140967075,0.1974671502,0.05715800381
0,-4.137829556,0.1974678408,0.05715755329
0,-4.134515042,0.1974684368,0.0571571157
0,-4.131255084,0.1974689494,0.05715669339
0,-4.128115802,0.197469389,0.05715628793
0,-4.125272851,0.1974697715,0.05715590302
0,-4.122837432,0.1974701084,0.05715553967
0,-4.120900158,0.1974704059,0.0571551978
0,-4.119549628,0.1974706681,0.05715487697
0,-4.118806883,0.197470896,0.05715457596
0,-4.118630312,0.1974710859,0.05715429293
0,-4.119038228,0.1974711142,0.05715402436
0,-4.11997389,0.1974707932,0.05715379958
0,-4.121173611,0.1974702106,0.05715366186
0,-4.122400414,0.1974694473,0.0571535738
0,-4.1235046,0.1974685463,0.05715350923
0,-4.124331757,0.1974675388,0.05715345162
0,-4.124756381,0.1974664606,0.05715338931
0,-4.124646565,0.1974653382,0.0571533141
0,-4.123903829,0.1974641911,0.05715322037
0,-4.12245432,0.1974630339,0.05715310433
0,-4.120335876,0.1974618772,0.0571529635
0,-4.117581599,0.1974607281,0.0571527964
0,-4.11435008,0.1974595913,0.05715260237
0,-4.110914345,0.197458468,0.05715238088
0,-4.107729373,0.197457358,0.05715213186
0,-4.104961643,0.1974562595,0.0571518557
0,-4.102692909,0.1974551702,0.05715155304
0,-4.100964056,0.1974540869,0.05715122478
0,-4.099886879,0.1974530096,0.05715087203
0,-4.099474486,0.197451972,0.0571504947
0,-4.09969683,0.197450964,0.05715009422
0,-4.100566176,0.1974499751,0.05714967272
0,-4.101960933,0.1974489979,0.05714923223
0,-4.103739151,0.1974480272,0.05714877466
0,-4.105770785,0.1974470581,0.05714830161
0,-4.107939709,0.1974460811,0.05714781452
0,-4.11011282,0.197445087,0.05714731478
0,-4.112034538,0.1974440679,0.05714680374
0,-4.113536798,0.1974430171,0.05714628278
0,-4.114437609,0.1974419265,0.05714576967
0,-4.114608657,0.1974407921,0.05714525776
0,-4.113973824,0.1974396108,0.05714474078
0,-4.112556179,0.1974383809,0.05714421726
0,-4.110484067,0.1974371022,0.057143688
0,-4.107930118,0.1974357752,0.05714315446
0,-4.105257813,0.1974344011,0.05714261809
0,-4.102756634,0.1974329811,0.0571420802
0,-4.100499826,0.1974315168,0.057141542
0,-4.098596598,0.1974300097,0.05714100452
0,-4.097096711,0.1974284613,0.05714046871
0,-4.096073395,0.1974268736,0.05713993536
0,-4.095587181,0.1974252483,0.05713940506
0,-4.095665397,0.1974235871,0.05713887821
